p; n; j; ind of insep; polygon; residual poly; defining poly; automorphism; galois group; 
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^4 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 4*x^4 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 4*x^4 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 4*x^4 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 4*x^4 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 4*x^4 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 4*x^4 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 4*x^4 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^3 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^3 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^3 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^3 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 16*x^3 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 16*x^3 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 16*x^3 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 16*x^3 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 4*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 4*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 4*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 4*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 4*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 4*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 4*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 4*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 4*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 4*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 4*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 4*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 4*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 4*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 4*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 4*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 4*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 4*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 4*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 4*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 4*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T30
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^4 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 4*x^4 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 4*x^4 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 4*x^4 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 4*x^4 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 4*x^4 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 4*x^4 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 4*x^4 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 4*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 4*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 4*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^5 + 4*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 16*x^5 + 4*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 16*x^5 + 4*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 24*x^6 + 16*x^5 + 4*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T27
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 16*x^6 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T35
p=2; n=8; j=23; I=[ 23, 16, 8, 0 ]; R=[ <1, 23>, <2, 16>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 8*x^6 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T35
